customer_id,age,age_group,gender,item_purchased,category,purchase_amount_usd,loc,region,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,purchase_frequency_days
2905,41,Adult,Female,Sandals,Footwear,41,Iowa,Midwest,M,Gray,Spring,4,No,2-Day Shipping,No,43,Venmo,Monthly,30
2906,58,Senior,Female,Sunglasses,Accessories,53,New York,Northeast,L,Black,Winter,4.8,No,Standard,No,14,Debit Card,Fortnightly,14
2907,58,Senior,Female,Coat,Outerwear,27,Virginia,South,M,Indigo,Spring,3.9,No,Standard,No,7,Venmo,Annually,365
2908,19,Young Adult,Female,Sunglasses,Accessories,82,Maryland,South,XL,Lavender,Summer,3.7,No,Next Day Air,No,50,PayPal,Bi-Weekly,14
2909,43,Adult,Female,Blouse,Clothing,87,Texas,South,M,Beige,Winter,3.1,No,Store Pickup,No,15,Debit Card,Every 3 Months,90
2910,27,Young Adult,Female,Backpack,Accessories,78,Louisiana,South,M,Indigo,Winter,3,No,Next Day Air,No,40,Credit Card,Every 3 Months,90
2911,32,Adult,Female,Belt,Accessories,32,Mississippi,South,M,Blue,Summer,2.9,No,Store Pickup,No,41,Credit Card,Monthly,30
2912,28,Young Adult,Female,Socks,Clothing,38,Ohio,Midwest,XL,Orange,Fall,2.9,No,Next Day Air,No,34,Venmo,Quarterly,90
2913,48,Middle-aged,Female,Shoes,Footwear,37,Oregon,West,M,Yellow,Winter,4,No,Standard,No,27,Cash,Bi-Weekly,14
2914,43,Adult,Female,Coat,Outerwear,83,Wyoming,West,L,Cyan,Winter,3.5,No,Express,No,12,Cash,Every 3 Months,90
2915,45,Middle-aged,Female,Sweater,Clothing,72,Pennsylvania,Northeast,M,Yellow,Fall,3.8,No,Express,No,1,Debit Card,Bi-Weekly,14
2916,26,Young Adult,Female,Shirt,Clothing,30,Oregon,West,M,Cyan,Fall,4.5,No,Express,No,39,Debit Card,Bi-Weekly,14
2917,62,Senior,Female,Shorts,Clothing,66,Oklahoma,South,M,Green,Winter,2.7,No,Express,No,13,Credit Card,Bi-Weekly,14
2918,58,Senior,Female,Shirt,Clothing,45,Colorado,West,XL,White,Winter,2.9,No,Store Pickup,No,50,Venmo,Annually,365
2919,19,Young Adult,Female,Sunglasses,Accessories,73,New York,Northeast,S,Black,Fall,4.9,No,Free Shipping,No,36,Cash,Weekly,7
2920,64,Senior,Female,Shoes,Footwear,67,Minnesota,Midwest,L,Charcoal,Winter,3.8,No,Standard,No,31,Debit Card,Monthly,30
2921,33,Adult,Female,Sunglasses,Accessories,72,Texas,South,XL,Brown,Spring,4.9,No,Free Shipping,No,3,Debit Card,Bi-Weekly,14
2922,20,Young Adult,Female,Handbag,Accessories,24,Wisconsin,Midwest,M,Cyan,Fall,4.6,No,Standard,No,11,Cash,Fortnightly,14
2923,45,Middle-aged,Female,Sunglasses,Accessories,68,Kentucky,South,L,Beige,Winter,3.5,No,Express,No,16,PayPal,Quarterly,90
2924,28,Young Adult,Female,Shirt,Clothing,70,Pennsylvania,Northeast,M,Magenta,Spring,4.2,No,2-Day Shipping,No,12,Cash,Quarterly,90
2925,47,Middle-aged,Female,Shirt,Clothing,64,Rhode Island,Northeast,L,Indigo,Winter,3.7,No,Free Shipping,No,37,Debit Card,Every 3 Months,90
2926,54,Middle-aged,Female,Sweater,Clothing,91,Illinois,Midwest,M,Maroon,Spring,2.8,No,Store Pickup,No,43,Credit Card,Every 3 Months,90
2927,64,Senior,Female,Handbag,Accessories,82,Maryland,South,M,Gray,Winter,4.8,No,2-Day Shipping,No,9,Cash,Weekly,7
2928,45,Middle-aged,Female,Shirt,Clothing,24,Missouri,Midwest,M,Black,Summer,2.7,No,Express,No,15,Venmo,Bi-Weekly,14
2929,40,Adult,Female,Jewelry,Accessories,80,Alabama,South,L,Yellow,Spring,3.6,No,Store Pickup,No,17,Credit Card,Weekly,7
2930,31,Young Adult,Female,Socks,Clothing,53,Maine,Northeast,XL,White,Winter,4.5,No,Next Day Air,No,42,Venmo,Fortnightly,14
2931,38,Adult,Female,T-shirt,Clothing,50,Mississippi,South,M,Orange,Spring,4,No,Free Shipping,No,14,Venmo,Monthly,30
2932,36,Adult,Female,Jewelry,Accessories,31,Alabama,South,M,Magenta,Fall,4.5,No,2-Day Shipping,No,49,Credit Card,Bi-Weekly,14
2933,65,Senior,Female,Backpack,Accessories,88,Alaska,West,L,Black,Spring,3.9,No,Express,No,3,PayPal,Quarterly,90
2934,27,Young Adult,Female,Hat,Accessories,52,Illinois,Midwest,M,Brown,Summer,3.8,No,Standard,No,28,Venmo,Monthly,30
2935,38,Adult,Female,Gloves,Accessories,22,Idaho,West,M,Orange,Fall,4.7,No,Next Day Air,No,41,Bank Transfer,Quarterly,90
2936,58,Senior,Female,Sneakers,Footwear,27,North Carolina,South,XL,Gray,Spring,4.6,No,Standard,No,11,Venmo,Weekly,7
2937,31,Young Adult,Female,Skirt,Clothing,34,Washington,West,M,White,Spring,3.6,No,Express,No,46,PayPal,Weekly,7
2938,28,Young Adult,Female,Handbag,Accessories,39,West Virginia,South,M,White,Spring,4.3,No,2-Day Shipping,No,15,Credit Card,Weekly,7
2939,28,Young Adult,Female,Sunglasses,Accessories,53,Maine,Northeast,M,Violet,Fall,3,No,Standard,No,15,Cash,Monthly,30
2940,32,Adult,Female,Sweater,Clothing,46,Kentucky,South,M,Beige,Winter,4.3,No,Express,No,34,Venmo,Weekly,7
2941,61,Senior,Female,Handbag,Accessories,85,Massachusetts,Northeast,L,Beige,Summer,4.8,No,Next Day Air,No,13,Cash,Monthly,30
2942,38,Adult,Female,Skirt,Clothing,86,Pennsylvania,Northeast,L,Purple,Spring,3.7,No,Free Shipping,No,27,PayPal,Monthly,30
2943,54,Middle-aged,Female,Socks,Clothing,63,Hawaii,West,M,Brown,Summer,2.6,No,Free Shipping,No,37,Bank Transfer,Weekly,7
2944,29,Young Adult,Female,Shirt,Clothing,44,Virginia,South,M,Orange,Spring,3.4,No,Standard,No,37,Credit Card,Monthly,30
2945,50,Middle-aged,Female,Sneakers,Footwear,95,New York,Northeast,XL,Cyan,Summer,3.9,No,Free Shipping,No,4,Venmo,Every 3 Months,90
2946,32,Adult,Female,Belt,Accessories,49,Delaware,South,M,Charcoal,Summer,4.8,No,Free Shipping,No,1,Credit Card,Every 3 Months,90
2947,38,Adult,Female,Pants,Clothing,77,Hawaii,West,L,Purple,Spring,2.8,No,Free Shipping,No,29,Bank Transfer,Quarterly,90
2948,52,Middle-aged,Female,Jewelry,Accessories,63,Nebraska,Midwest,L,Peach,Spring,4.4,No,Standard,No,50,Venmo,Annually,365
2949,61,Senior,Female,Pants,Clothing,83,Vermont,Northeast,M,Violet,Winter,3.1,No,Standard,No,38,Debit Card,Bi-Weekly,14
2950,25,Young Adult,Female,Jewelry,Accessories,93,Iowa,Midwest,M,Peach,Spring,3.8,No,Store Pickup,No,15,PayPal,Annually,365
2951,22,Young Adult,Female,Jeans,Clothing,91,Iowa,Midwest,S,Maroon,Winter,4.1,No,2-Day Shipping,No,44,Debit Card,Every 3 Months,90
2952,47,Middle-aged,Female,Scarf,Accessories,99,Arkansas,South,L,Maroon,Fall,4.6,No,Free Shipping,No,14,Cash,Weekly,7
2953,50,Middle-aged,Female,Belt,Accessories,24,Alabama,South,M,Peach,Spring,4.9,No,Next Day Air,No,5,Debit Card,Monthly,30
2954,45,Middle-aged,Female,Dress,Clothing,82,Maryland,South,M,Silver,Summer,4.8,No,Next Day Air,No,11,Credit Card,Annually,365
2955,33,Adult,Female,T-shirt,Clothing,28,South Dakota,Midwest,M,Indigo,Winter,3.9,No,Express,No,15,Credit Card,Annually,365
2956,42,Adult,Female,Boots,Footwear,67,Vermont,Northeast,M,Silver,Winter,2.6,No,Free Shipping,No,46,Credit Card,Annually,365
2957,52,Middle-aged,Female,Dress,Clothing,88,Montana,West,M,Olive,Fall,3.7,No,Standard,No,30,Venmo,Monthly,30
2958,69,Senior,Female,Jewelry,Accessories,70,South Dakota,Midwest,S,Gray,Fall,4.7,No,Standard,No,2,Cash,Annually,365
2959,55,Middle-aged,Female,Skirt,Clothing,100,Ohio,Midwest,M,Black,Summer,4.5,No,Standard,No,28,PayPal,Monthly,30
2960,38,Adult,Female,Handbag,Accessories,28,Texas,South,L,Maroon,Summer,4.7,No,Free Shipping,No,9,PayPal,Quarterly,90
2961,57,Middle-aged,Female,Coat,Outerwear,48,Indiana,Midwest,S,Olive,Spring,3.6,No,Standard,No,47,Credit Card,Weekly,7
2962,33,Adult,Female,Hoodie,Clothing,43,New Hampshire,Northeast,S,Gold,Fall,2.8,No,Free Shipping,No,21,Debit Card,Bi-Weekly,14
2963,57,Middle-aged,Female,Pants,Clothing,40,California,West,L,Pink,Fall,4,No,Express,No,42,Credit Card,Every 3 Months,90
2964,52,Middle-aged,Female,Boots,Footwear,97,Maine,Northeast,M,Brown,Spring,3.6,No,Free Shipping,No,28,Credit Card,Weekly,7
2965,44,Adult,Female,Coat,Outerwear,25,Ohio,Midwest,S,White,Fall,3.8,No,2-Day Shipping,No,13,Venmo,Fortnightly,14
2966,48,Middle-aged,Female,Scarf,Accessories,45,Delaware,South,M,Blue,Summer,4.4,No,Standard,No,25,PayPal,Fortnightly,14
2967,52,Middle-aged,Female,Boots,Footwear,49,Oklahoma,South,L,Orange,Fall,2.8,No,Store Pickup,No,38,Debit Card,Every 3 Months,90
2968,34,Adult,Female,Sneakers,Footwear,36,Indiana,Midwest,L,Silver,Summer,3.4,No,Free Shipping,No,40,Venmo,Annually,365
2969,26,Young Adult,Female,Sweater,Clothing,48,South Carolina,South,S,Gray,Fall,4.9,No,Express,No,25,Cash,Every 3 Months,90
2970,36,Adult,Female,Belt,Accessories,62,Vermont,Northeast,S,Blue,Fall,4.3,No,Next Day Air,No,20,Cash,Every 3 Months,90
2971,24,Young Adult,Female,Jewelry,Accessories,74,Kansas,Midwest,M,White,Winter,3.4,No,Free Shipping,No,44,Credit Card,Bi-Weekly,14
2972,30,Young Adult,Female,Handbag,Accessories,100,Utah,West,L,Yellow,Fall,3.9,No,Next Day Air,No,9,PayPal,Every 3 Months,90
2973,31,Young Adult,Female,Jacket,Outerwear,39,New York,Northeast,S,Indigo,Fall,4.2,No,Free Shipping,No,11,Venmo,Every 3 Months,90
2974,25,Young Adult,Female,Boots,Footwear,65,Indiana,Midwest,M,Blue,Summer,2.7,No,Store Pickup,No,3,Bank Transfer,Fortnightly,14
2975,57,Middle-aged,Female,Sneakers,Footwear,99,Tennessee,South,XL,Peach,Summer,4.1,No,Store Pickup,No,34,Credit Card,Weekly,7
2976,61,Senior,Female,Scarf,Accessories,68,Georgia,South,XL,Lavender,Winter,4.5,No,2-Day Shipping,No,48,Cash,Every 3 Months,90
2977,30,Young Adult,Female,Coat,Outerwear,97,Nebraska,Midwest,M,Silver,Summer,2.8,No,Express,No,28,Cash,Fortnightly,14
2978,38,Adult,Female,Shorts,Clothing,47,Washington,West,L,Gold,Winter,3.4,No,Standard,No,20,Venmo,Annually,365
2979,53,Middle-aged,Female,Shorts,Clothing,56,Idaho,West,S,Cyan,Spring,3.9,No,Free Shipping,No,49,Bank Transfer,Fortnightly,14
2980,31,Young Adult,Female,Jeans,Clothing,91,Louisiana,South,L,Olive,Fall,2.6,No,Next Day Air,No,14,PayPal,Weekly,7
2981,70,Senior,Female,Gloves,Accessories,93,New Jersey,Northeast,L,Teal,Fall,4.4,No,2-Day Shipping,No,9,Bank Transfer,Monthly,30
2982,21,Young Adult,Female,Pants,Clothing,36,Delaware,South,L,Pink,Winter,4.9,No,Standard,No,37,Venmo,Annually,365
2983,33,Adult,Female,Dress,Clothing,45,Wisconsin,Midwest,M,Orange,Summer,3.6,No,Store Pickup,No,4,Credit Card,Weekly,7
2984,60,Senior,Female,Pants,Clothing,44,West Virginia,South,M,Charcoal,Winter,2.8,No,2-Day Shipping,No,1,Credit Card,Quarterly,90
2985,45,Middle-aged,Female,Gloves,Accessories,32,Texas,South,L,Red,Spring,4.3,No,2-Day Shipping,No,36,Debit Card,Bi-Weekly,14
2986,46,Middle-aged,Female,Belt,Accessories,36,Hawaii,West,S,Teal,Summer,3,No,Express,No,21,Cash,Bi-Weekly,14
2987,62,Senior,Female,Belt,Accessories,85,Arizona,West,S,Silver,Summer,3.3,No,2-Day Shipping,No,16,Credit Card,Monthly,30
2988,63,Senior,Female,Skirt,Clothing,36,Louisiana,South,L,Black,Winter,2.5,No,Store Pickup,No,42,Cash,Monthly,30
2989,69,Senior,Female,Socks,Clothing,55,Nevada,West,S,Pink,Spring,5,No,2-Day Shipping,No,31,Debit Card,Monthly,30
2990,46,Middle-aged,Female,Belt,Accessories,20,Rhode Island,Northeast,XL,Teal,Summer,4.3,No,2-Day Shipping,No,6,Credit Card,Weekly,7
2991,69,Senior,Female,Shirt,Clothing,91,Illinois,Midwest,M,Teal,Fall,4.2,No,Free Shipping,No,24,Venmo,Monthly,30
2992,66,Senior,Female,Dress,Clothing,71,Utah,West,L,Green,Summer,3.9,No,Standard,No,7,PayPal,Bi-Weekly,14
2993,41,Adult,Female,Socks,Clothing,64,North Dakota,Midwest,M,Charcoal,Spring,3.9,No,Store Pickup,No,25,Venmo,Weekly,7
2994,32,Adult,Female,Jacket,Outerwear,21,Kansas,Midwest,L,Indigo,Spring,4.2,No,Free Shipping,No,18,Cash,Bi-Weekly,14
2995,69,Senior,Female,Sweater,Clothing,100,Nevada,West,S,White,Winter,3.5,No,Store Pickup,No,14,Bank Transfer,Quarterly,90
2996,29,Young Adult,Female,Jeans,Clothing,96,Virginia,South,M,Orange,Summer,2.5,No,Standard,No,42,Debit Card,Bi-Weekly,14
2997,70,Senior,Female,Jewelry,Accessories,91,Utah,West,M,White,Spring,2.9,No,Express,No,6,Venmo,Every 3 Months,90
2998,41,Adult,Female,Sweater,Clothing,40,Idaho,West,S,Yellow,Spring,2.7,No,Next Day Air,No,14,Venmo,Every 3 Months,90
2999,31,Young Adult,Female,Hoodie,Clothing,53,Alaska,West,M,Red,Summer,4.7,No,Express,No,30,Debit Card,Quarterly,90
3000,31,Young Adult,Female,Sunglasses,Accessories,48,New Hampshire,Northeast,S,Charcoal,Winter,3.8,No,Standard,No,10,Cash,Monthly,30
3001,57,Middle-aged,Female,Sandals,Footwear,70,Ohio,Midwest,M,Lavender,Winter,3.7,No,Express,No,7,PayPal,Weekly,7
3002,29,Young Adult,Female,Coat,Outerwear,29,Montana,West,L,Charcoal,Summer,4.7,No,Express,No,28,Credit Card,Quarterly,90
3003,70,Senior,Female,Belt,Accessories,29,Louisiana,South,M,Maroon,Fall,3.6,No,Next Day Air,No,19,Bank Transfer,Quarterly,90
3004,51,Middle-aged,Female,Blouse,Clothing,53,Oregon,West,M,Brown,Fall,2.8,No,Express,No,13,Credit Card,Every 3 Months,90
3005,45,Middle-aged,Female,Skirt,Clothing,79,Arizona,West,M,Lavender,Winter,3.7,No,Store Pickup,No,23,Venmo,Fortnightly,14
3006,18,Young Adult,Female,Shorts,Clothing,65,Alaska,West,XL,Brown,Spring,3.5,No,Express,No,5,Venmo,Weekly,7
3007,37,Adult,Female,Dress,Clothing,99,Utah,West,M,Olive,Summer,3.7,No,Store Pickup,No,17,Venmo,Bi-Weekly,14
3008,23,Young Adult,Female,Sunglasses,Accessories,60,New York,Northeast,L,Lavender,Winter,3,No,Next Day Air,No,31,Venmo,Weekly,7
3009,39,Adult,Female,Shoes,Footwear,86,New Mexico,West,M,Gold,Winter,4.9,No,Free Shipping,No,19,PayPal,Weekly,7
3010,62,Senior,Female,Belt,Accessories,73,Louisiana,South,M,Silver,Winter,4.6,No,Free Shipping,No,8,Venmo,Fortnightly,14
3011,70,Senior,Female,Belt,Accessories,45,Ohio,Midwest,M,Violet,Winter,3.3,No,Free Shipping,No,15,Credit Card,Annually,365
3012,20,Young Adult,Female,Belt,Accessories,70,Nevada,West,S,Brown,Summer,3,No,Next Day Air,No,18,Credit Card,Every 3 Months,90
3013,42,Adult,Female,Belt,Accessories,65,Idaho,West,M,Teal,Fall,3.5,No,Standard,No,16,PayPal,Annually,365
3014,41,Adult,Female,Skirt,Clothing,55,Arizona,West,L,Peach,Summer,4.2,No,Store Pickup,No,13,Cash,Monthly,30
3015,24,Young Adult,Female,T-shirt,Clothing,65,Utah,West,M,Maroon,Spring,4.5,No,Express,No,38,PayPal,Every 3 Months,90
3016,37,Adult,Female,Scarf,Accessories,21,Wyoming,West,XL,Lavender,Spring,2.8,No,Express,No,27,Bank Transfer,Bi-Weekly,14
3017,30,Young Adult,Female,Blouse,Clothing,26,Indiana,Midwest,L,Lavender,Summer,4.9,No,Store Pickup,No,31,Bank Transfer,Quarterly,90
3018,58,Senior,Female,Sunglasses,Accessories,71,Wisconsin,Midwest,S,Purple,Summer,3.3,No,Next Day Air,No,24,Cash,Bi-Weekly,14
3019,43,Adult,Female,Boots,Footwear,41,Texas,South,M,Green,Summer,3,No,Free Shipping,No,21,Debit Card,Bi-Weekly,14
3020,19,Young Adult,Female,Jacket,Outerwear,44,Utah,West,M,Yellow,Winter,3.9,No,2-Day Shipping,No,15,PayPal,Annually,365
3021,23,Young Adult,Female,Jeans,Clothing,81,Arkansas,South,S,Charcoal,Fall,2.8,No,Store Pickup,No,48,Venmo,Every 3 Months,90
3022,65,Senior,Female,Sunglasses,Accessories,77,Pennsylvania,Northeast,S,Blue,Summer,4.5,No,2-Day Shipping,No,47,Cash,Quarterly,90
3023,58,Senior,Female,Sandals,Footwear,26,Georgia,South,M,Lavender,Fall,4,No,Free Shipping,No,23,PayPal,Weekly,7
3024,50,Middle-aged,Female,Backpack,Accessories,31,Indiana,Midwest,M,Brown,Summer,2.9,No,Express,No,4,PayPal,Quarterly,90
3025,67,Senior,Female,Blouse,Clothing,82,Idaho,West,S,White,Spring,4,No,Free Shipping,No,47,Credit Card,Every 3 Months,90
3026,40,Adult,Female,Shoes,Footwear,60,Montana,West,XL,Green,Summer,3.4,No,Store Pickup,No,7,PayPal,Monthly,30
3027,55,Middle-aged,Female,Shirt,Clothing,70,Tennessee,South,L,Magenta,Fall,2.5,No,Free Shipping,No,6,Credit Card,Annually,365
3028,52,Middle-aged,Female,Hoodie,Clothing,26,West Virginia,South,XL,Peach,Winter,2.8,No,2-Day Shipping,No,47,Credit Card,Quarterly,90
3029,62,Senior,Female,Dress,Clothing,100,California,West,L,Charcoal,Summer,3,No,Free Shipping,No,7,PayPal,Every 3 Months,90
3030,64,Senior,Female,Dress,Clothing,82,Georgia,South,M,Gold,Summer,3.1,No,Free Shipping,No,1,Debit Card,Quarterly,90
3031,43,Adult,Female,Sneakers,Footwear,24,Maryland,South,XL,Purple,Spring,2.6,No,2-Day Shipping,No,23,Credit Card,Weekly,7
3032,61,Senior,Female,Blouse,Clothing,74,Idaho,West,L,Teal,Summer,4.9,No,2-Day Shipping,No,30,Credit Card,Monthly,30
3033,26,Young Adult,Female,Backpack,Accessories,58,California,West,XL,Green,Summer,3.5,No,Next Day Air,No,24,Credit Card,Quarterly,90
3034,22,Young Adult,Female,Sweater,Clothing,56,Alabama,South,L,Orange,Spring,2.6,No,Store Pickup,No,9,PayPal,Weekly,7
3035,51,Middle-aged,Female,Boots,Footwear,37,Utah,West,L,Peach,Spring,3.5,No,2-Day Shipping,No,25,Credit Card,Quarterly,90
3036,69,Senior,Female,Handbag,Accessories,64,Kentucky,South,M,Gold,Spring,4.5,No,Free Shipping,No,18,Cash,Bi-Weekly,14
3037,50,Middle-aged,Female,Hoodie,Clothing,58,Vermont,Northeast,S,Violet,Spring,4.3,No,Next Day Air,No,7,Venmo,Fortnightly,14
3038,51,Middle-aged,Female,Belt,Accessories,44,Iowa,Midwest,L,Charcoal,Summer,4.8,No,Next Day Air,No,2,Cash,Annually,365
3039,56,Middle-aged,Female,Jewelry,Accessories,39,Georgia,South,M,Brown,Summer,4.2,No,Free Shipping,No,36,Debit Card,Annually,365
3040,59,Senior,Female,Blouse,Clothing,48,Alabama,South,L,Blue,Spring,3.2,No,Next Day Air,No,31,PayPal,Bi-Weekly,14
3041,18,Young Adult,Female,Handbag,Accessories,32,Nebraska,Midwest,M,Gold,Fall,4.1,No,Express,No,10,Cash,Fortnightly,14
3042,48,Middle-aged,Female,Handbag,Accessories,79,Rhode Island,Northeast,M,Orange,Winter,4,No,Express,No,27,PayPal,Monthly,30
3043,53,Middle-aged,Female,Coat,Outerwear,27,South Dakota,Midwest,L,Turquoise,Winter,2.9,No,Next Day Air,No,14,PayPal,Every 3 Months,90
3044,45,Middle-aged,Female,Belt,Accessories,98,Illinois,Midwest,S,Peach,Fall,2.6,No,Store Pickup,No,17,Credit Card,Monthly,30
3045,21,Young Adult,Female,Boots,Footwear,67,North Carolina,South,M,Magenta,Winter,2.7,No,Free Shipping,No,10,Bank Transfer,Quarterly,90
3046,42,Adult,Female,Socks,Clothing,37,Florida,South,L,Black,Winter,4.6,No,2-Day Shipping,No,4,PayPal,Bi-Weekly,14
3047,60,Senior,Female,Shoes,Footwear,49,Pennsylvania,Northeast,M,White,Spring,3.2,No,Store Pickup,No,25,Cash,Every 3 Months,90
3048,21,Young Adult,Female,Sneakers,Footwear,74,Vermont,Northeast,M,Violet,Fall,4.1,No,2-Day Shipping,No,3,PayPal,Bi-Weekly,14
3049,69,Senior,Female,Jewelry,Accessories,93,Colorado,West,M,Olive,Summer,3.9,No,Standard,No,47,Venmo,Fortnightly,14
3050,40,Adult,Female,Handbag,Accessories,60,Utah,West,L,Red,Summer,3,No,Next Day Air,No,41,Bank Transfer,Bi-Weekly,14
3051,31,Young Adult,Female,Coat,Outerwear,76,Kentucky,South,S,Green,Spring,3.6,No,Standard,No,28,Venmo,Every 3 Months,90
3052,44,Adult,Female,Sunglasses,Accessories,64,Wyoming,West,L,Gold,Summer,4.6,No,Express,No,49,Debit Card,Every 3 Months,90
3053,48,Middle-aged,Female,Shoes,Footwear,38,Maine,Northeast,XL,Olive,Spring,4.5,No,Store Pickup,No,7,Bank Transfer,Fortnightly,14
3054,32,Adult,Female,Shoes,Footwear,91,Maine,Northeast,L,Brown,Winter,3.2,No,Next Day Air,No,22,Bank Transfer,Monthly,30
3055,42,Adult,Female,Boots,Footwear,70,New Hampshire,Northeast,S,Magenta,Summer,4.9,No,2-Day Shipping,No,34,Venmo,Monthly,30
3056,27,Young Adult,Female,Sandals,Footwear,22,Kansas,Midwest,M,Violet,Fall,5,No,Standard,No,5,Debit Card,Bi-Weekly,14
3057,69,Senior,Female,Gloves,Accessories,59,New Jersey,Northeast,M,Beige,Spring,3.8,No,Standard,No,15,Cash,Bi-Weekly,14
3058,67,Senior,Female,Backpack,Accessories,22,North Carolina,South,M,Blue,Spring,3.4,No,Next Day Air,No,26,Bank Transfer,Weekly,7
3059,41,Adult,Female,Handbag,Accessories,74,West Virginia,South,S,Orange,Winter,3.8,No,Store Pickup,No,3,Bank Transfer,Fortnightly,14
3060,46,Middle-aged,Female,Sweater,Clothing,71,Kentucky,South,L,Maroon,Spring,3.2,No,Express,No,42,Credit Card,Quarterly,90
3061,47,Middle-aged,Female,Coat,Outerwear,80,California,West,S,Charcoal,Summer,4.7,No,Store Pickup,No,1,Venmo,Monthly,30
3062,33,Adult,Female,T-shirt,Clothing,59,South Dakota,Midwest,L,Olive,Fall,4.5,No,Express,No,20,PayPal,Every 3 Months,90
3063,51,Middle-aged,Female,Backpack,Accessories,96,California,West,L,Green,Fall,3.3,No,Standard,No,39,PayPal,Monthly,30
3064,26,Young Adult,Female,Sunglasses,Accessories,43,Connecticut,Northeast,L,Brown,Winter,3.9,No,Store Pickup,No,24,Credit Card,Fortnightly,14
3065,22,Young Adult,Female,Belt,Accessories,76,Idaho,West,S,Cyan,Winter,3.6,No,Express,No,49,Bank Transfer,Quarterly,90
3066,49,Middle-aged,Female,Jacket,Outerwear,59,North Dakota,Midwest,M,Beige,Fall,2.8,No,Store Pickup,No,7,Venmo,Bi-Weekly,14
3067,58,Senior,Female,Skirt,Clothing,48,Michigan,Midwest,L,Teal,Summer,4.3,No,Free Shipping,No,13,Venmo,Every 3 Months,90
3068,70,Senior,Female,Belt,Accessories,22,Missouri,Midwest,S,Gray,Spring,3.5,No,Free Shipping,No,2,Cash,Weekly,7
3069,32,Adult,Female,Boots,Footwear,40,California,West,M,Indigo,Winter,4.2,No,Express,No,4,Debit Card,Weekly,7
3070,62,Senior,Female,Jeans,Clothing,73,Delaware,South,L,Magenta,Spring,4.6,No,Express,No,17,Debit Card,Quarterly,90
3071,52,Middle-aged,Female,Shoes,Footwear,26,Alabama,South,XL,Red,Fall,2.6,No,Free Shipping,No,43,PayPal,Bi-Weekly,14
3072,23,Young Adult,Female,Sweater,Clothing,41,New Hampshire,Northeast,L,Turquoise,Spring,3.4,No,Next Day Air,No,6,PayPal,Monthly,30
3073,26,Young Adult,Female,Jewelry,Accessories,98,New York,Northeast,L,Peach,Spring,3.1,No,Standard,No,46,PayPal,Quarterly,90
3074,58,Senior,Female,Shirt,Clothing,63,Oregon,West,L,White,Winter,3.6,No,Free Shipping,No,7,Debit Card,Bi-Weekly,14
3075,26,Young Adult,Female,Boots,Footwear,55,Massachusetts,Northeast,L,Maroon,Winter,4.2,No,Next Day Air,No,34,Debit Card,Fortnightly,14
3076,54,Middle-aged,Female,Shorts,Clothing,90,Utah,West,XL,Beige,Winter,3.6,No,Standard,No,21,PayPal,Every 3 Months,90
3077,66,Senior,Female,Handbag,Accessories,46,New Hampshire,Northeast,M,Blue,Summer,3.6,No,Express,No,13,Venmo,Bi-Weekly,14
3078,60,Senior,Female,Sweater,Clothing,88,Illinois,Midwest,S,Red,Spring,3,No,Store Pickup,No,33,Debit Card,Bi-Weekly,14
3079,32,Adult,Female,Belt,Accessories,95,Alaska,West,M,Blue,Spring,2.5,No,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly,14
3080,48,Middle-aged,Female,Belt,Accessories,31,Wyoming,West,M,Maroon,Fall,4,No,Store Pickup,No,4,Bank Transfer,Annually,365
3081,69,Senior,Female,Hoodie,Clothing,42,Colorado,West,L,Yellow,Spring,4.1,No,Next Day Air,No,5,Cash,Bi-Weekly,14
3082,64,Senior,Female,Sneakers,Footwear,44,Vermont,Northeast,L,Pink,Winter,4.9,No,Next Day Air,No,11,Credit Card,Weekly,7
3083,56,Middle-aged,Female,T-shirt,Clothing,99,Utah,West,M,Maroon,Spring,4,No,Next Day Air,No,20,Bank Transfer,Annually,365
3084,22,Young Adult,Female,Pants,Clothing,20,Illinois,Midwest,S,Purple,Summer,3.5,No,Store Pickup,No,28,PayPal,Quarterly,90
3085,46,Middle-aged,Female,Scarf,Accessories,37,Idaho,West,S,Indigo,Spring,3.2,No,Store Pickup,No,43,PayPal,Monthly,30
3086,24,Young Adult,Female,Sweater,Clothing,50,Nevada,West,L,Gray,Winter,2.8,No,Store Pickup,No,10,Venmo,Every 3 Months,90
3087,47,Middle-aged,Female,Handbag,Accessories,73,Utah,West,M,Lavender,Summer,3.5,No,Next Day Air,No,26,Venmo,Every 3 Months,90
3088,62,Senior,Female,Shirt,Clothing,84,North Carolina,South,M,Charcoal,Spring,3.1,No,Free Shipping,No,29,Bank Transfer,Monthly,30
3089,34,Adult,Female,Dress,Clothing,64,Arkansas,South,M,Teal,Spring,3.3,No,Store Pickup,No,35,Bank Transfer,Quarterly,90
3090,50,Middle-aged,Female,Sandals,Footwear,21,North Carolina,South,L,Blue,Fall,4.6,No,Free Shipping,No,23,Cash,Bi-Weekly,14
3091,29,Young Adult,Female,Shirt,Clothing,36,Texas,South,M,Peach,Summer,4.9,No,Store Pickup,No,15,Bank Transfer,Quarterly,90
3092,68,Senior,Female,Dress,Clothing,81,Nevada,West,L,Orange,Winter,3.4,No,2-Day Shipping,No,46,Credit Card,Annually,365
